pub_year,country_code,cpc_broad_class,patent_count
2009,SI,Agriculture related,28
2009,SI,Data process related,27
2009,SI,Mining related,5
2009,SK,Agriculture related,21
2009,SK,Data process related,7
2009,SK,Mining related,5
2009,SM,Data process related,3
2009,SV,Agriculture related,2
2009,SV,Data process related,1
2009,TN,Agriculture related,16
2009,TN,Data process related,3
2009,TN,Mining related,2
2009,TR,Agriculture related,16
2009,TR,Data process related,15
2009,TR,Mining related,3
2009,TW,Agriculture related,296
2009,TW,Data process related,5134
2009,TW,Mining related,2
2009,UA,Agriculture related,72
2009,UA,Data process related,11
2009,UA,Mining related,9
2009,US,Agriculture related,6308
2009,US,Data process related,77130
2009,US,Mining related,3005
2009,UY,Agriculture related,35
2009,UY,Data process related,3
2009,WO,Agriculture related,2357
2009,WO,Data process related,18278
2009,WO,Mining related,1895
2009,ZA,Agriculture related,175
2009,ZA,Data process related,164
2009,ZA,Mining related,82
2010,AP,Agriculture related,32
2010,AP,Data process related,10
2010,AP,Mining related,10
2010,AR,Agriculture related,197
2010,AR,Data process related,62
2010,AR,Mining related,48
2010,AT,Agriculture related,578
2010,AT,Data process related,1902
2010,AT,Mining related,174
2010,AU,Agriculture related,723
2010,AU,Data process related,2008
2010,AU,Mining related,571
2010,BE,Agriculture related,32
2010,BE,Data process related,16
2010,BE,Mining related,1
2010,BG,Agriculture related,9
2010,BG,Data process related,5
2010,BR,Agriculture related,243
2010,BR,Data process related,276
2010,BR,Mining related,119
2010,CA,Agriculture related,1016
2010,CA,Data process related,2681
2010,CA,Mining related,1297
2010,CH,Agriculture related,31
2010,CH,Data process related,46
2010,CH,Mining related,2
2010,CL,Agriculture related,70
2010,CL,Data process related,16
2010,CL,Mining related,12
2010,CN,Agriculture related,964
2010,CN,Data process related,14491
2010,CN,Mining related,469
2010,CO,Agriculture related,65
2010,CO,Data process related,12
2010,CO,Mining related,12
2010,CR,Agriculture related,48
2010,CR,Data process related,6
2010,CU,Agriculture related,2
2010,CY,Agriculture related,11
2010,CY,Data process related,18
2010,CY,Mining related,4
2010,CZ,Agriculture related,19
2010,CZ,Data process related,20
2010,CZ,Mining related,10
2010,DE,Agriculture related,1637
2010,DE,Data process related,6150
2010,DE,Mining related,336
2010,DK,Agriculture related,143
2010,DK,Data process related,105
2010,DK,Mining related,59
2010,DO,Agriculture related,2
2010,EA,Agriculture related,200
2010,EA,Data process related,47
2010,EA,Mining related,149
2010,EC,Agriculture related,29
2010,EC,Data process related,2
2010,EC,Mining related,7
2010,EE,Agriculture related,2
2010,EE,Data process related,5
2010,EE,Mining related,1
2010,EG,Agriculture related,12
2010,EG,Data process related,5
2010,EG,Mining related,11
2010,EP,Agriculture related,2707
2010,EP,Data process related,16509
2010,EP,Mining related,980
2010,ES,Agriculture related,391
2010,ES,Data process related,539
2010,ES,Mining related,39
2010,FI,Agriculture related,109
2010,FI,Data process related,119
2010,FI,Mining related,45
2010,FR,Agriculture related,434
2010,FR,Data process related,1188
2010,FR,Mining related,76
2010,GB,Agriculture related,440
2010,GB,Data process related,2450
2010,GB,Mining related,1241
2010,GE,Agriculture related,1
2010,GE,Data process related,1
2010,GR,Agriculture related,40
2010,GR,Data process related,24
2010,GR,Mining related,1
2010,GT,Agriculture related,7
2010,HK,Agriculture related,32
2010,HK,Data process related,293
2010,HK,Mining related,13
2010,HN,Agriculture related,2
2010,HR,Agriculture related,8
2010,HR,Data process related,3
2010,HR,Mining related,3
2010,HU,Agriculture related,28
2010,HU,Data process related,21
2010,HU,Mining related,1
2010,IE,Agriculture related,13
2010,IE,Data process related,11
2010,IE,Mining related,3
2010,IL,Agriculture related,216
2010,IL,Data process related,447
2010,IL,Mining related,22
2010,IN,Agriculture related,1
2010,IS,Agriculture related,7
2010,IS,Mining related,1
2010,IT,Agriculture related,221
2010,IT,Data process related,274
2010,IT,Mining related,29
2010,JO,Agriculture related,2
2010,JO,Data process related,1
2010,JO,Mining related,1
2010,JP,Agriculture related,1098
2010,JP,Data process related,19791
2010,JP,Mining related,137
2010,KR,Agriculture related,3089
2010,KR,Data process related,20492
2010,KR,Mining related,318
2010,LT,Data process related,4
2010,LU,Agriculture related,2
2010,LU,Data process related,2
2010,LV,Data process related,1
2010,MA,Agriculture related,47
2010,MA,Data process related,13
2010,MA,Mining related,8
2010,MD,Data process related,1
2010,ME,Agriculture related,12
2010,ME,Data process related,1
2010,MX,Agriculture related,261
2010,MX,Data process related,358
2010,MX,Mining related,218
2010,MY,Agriculture related,26
2010,MY,Data process related,129
2010,MY,Mining related,14
2010,NI,Agriculture related,6
2010,NL,Agriculture related,180
2010,NL,Data process related,76
2010,NL,Mining related,6
2010,NO,Agriculture related,39
2010,NO,Data process related,71
2010,NO,Mining related,441
2010,NZ,Agriculture related,169
2010,NZ,Data process related,106
2010,NZ,Mining related,24
2010,PA,Agriculture related,1
2010,PA,Data process related,2
2010,PE,Agriculture related,12
2010,PE,Data process related,5
2010,PE,Mining related,10
2010,PH,Agriculture related,1
2010,PL,Agriculture related,160
2010,PL,Data process related,64
2010,PL,Mining related,27
2010,PT,Agriculture related,73
2010,PT,Data process related,53
2010,PT,Mining related,11
2010,RO,Agriculture related,1
2010,RO,Mining related,1
2010,RS,Agriculture related,35
2010,RS,Data process related,6
2010,RS,Mining related,3
2010,RU,Agriculture related,251
2010,RU,Data process related,839
2010,RU,Mining related,267
2010,SA,Agriculture related,3
2010,SA,Data process related,5
2010,SA,Mining related,1
2010,SE,Agriculture related,91
2010,SE,Data process related,88
2010,SE,Mining related,44
2010,SG,Agriculture related,17
2010,SG,Data process related,190
2010,SG,Mining related,31
2010,SI,Agriculture related,36
2010,SI,Data process related,16
2010,SI,Mining related,4
2010,SK,Agriculture related,15
2010,SK,Data process related,11
2010,SK,Mining related,3
2010,SM,Data process related,2
2010,SV,Agriculture related,1
2010,TN,Agriculture related,11
2010,TN,Data process related,6
2010,TN,Mining related,5
2010,TR,Agriculture related,3
2010,TR,Data process related,16
2010,TW,Agriculture related,256
2010,TW,Data process related,4417
2010,TW,Mining related,4
2010,UA,Agriculture related,81
2010,UA,Data process related,23
2010,UA,Mining related,20
2010,US,Agriculture related,6808
2010,US,Data process related,82249
2010,US,Mining related,3784
2010,UY,Agriculture related,51
2010,UY,Data process related,8
2010,VN,Agriculture related,3
2010,WO,Agriculture related,2374
2010,WO,Data process related,15310
2010,WO,Mining related,1930
2010,ZA,Agriculture related,149
2010,ZA,Data process related,150
2010,ZA,Mining related,69
2011,AP,Agriculture related,32
2011,AP,Data process related,19
2011,AP,Mining related,16
2011,AR,Agriculture related,272
2011,AR,Data process related,63
2011,AR,Mining related,44
2011,AT,Agriculture related,668
2011,AT,Data process related,2194
2011,AT,Mining related,227
2011,AU,Agriculture related,765
2011,AU,Data process related,1929
2011,AU,Mining related,704
2011,BE,Agriculture related,30
2011,BE,Data process related,17
2011,BE,Mining related,2
2011,BG,Agriculture related,4
2011,BG,Data process related,2
2011,BR,Agriculture related,433
2011,BR,Data process related,690
2011,BR,Mining related,266
2011,CA,Agriculture related,1196
2011,CA,Data process related,3009
2011,CA,Mining related,1436
2011,CH,Agriculture related,29
2011,CH,Data process related,45
2011,CH,Mining related,10
2011,CL,Agriculture related,62
2011,CL,Data process related,33
2011,CL,Mining related,25
2011,CN,Agriculture related,1151
2011,CN,Data process related,15304
2011,CN,Mining related,540
2011,CO,Agriculture related,136
2011,CO,Data process related,27
2011,CO,Mining related,24
2011,CR,Agriculture related,32
2011,CR,Data process related,4
2011,CU,Agriculture related,2
2011,CY,Agriculture related,12
2011,CY,Data process related,14
2011,CY,Mining related,1
2011,CZ,Agriculture related,4
2011,CZ,Data process related,17
2011,CZ,Mining related,4
2011,DE,Agriculture related,1312
2011,DE,Data process related,4075
2011,DE,Mining related,308
2011,DK,Agriculture related,149
2011,DK,Data process related,105
2011,DK,Mining related,65
2011,DO,Agriculture related,6
2011,DO,Data process related,2
2011,DO,Mining related,1
2011,EA,Agriculture related,175
2011,EA,Data process related,60
2011,EA,Mining related,96
2011,EC,Agriculture related,21
2011,EC,Data process related,5
2011,EC,Mining related,7
2011,EE,Agriculture related,3
2011,EE,Data process related,2
2011,EG,Agriculture related,18
2011,EG,Data process related,3
2011,EG,Mining related,15
2011,EP,Agriculture related,2769
2011,EP,Data process related,16780
2011,EP,Mining related,1122
2011,ES,Agriculture related,430
2011,ES,Data process related,635
2011,ES,Mining related,47
2011,FI,Agriculture related,65
2011,FI,Data process related,90
2011,FI,Mining related,33
2011,FR,Agriculture related,471
2011,FR,Data process related,1114
2011,FR,Mining related,63
2011,GB,Agriculture related,508
2011,GB,Data process related,2682
2011,GB,Mining related,1387
2011,GE,Agriculture related,5
2011,GE,Data process related,1
2011,GR,Agriculture related,35
2011,GR,Data process related,37
2011,GT,Agriculture related,3
2011,GT,Data process related,1
2011,HK,Agriculture related,25
2011,HK,Data process related,125
2011,HK,Mining related,6
2011,HN,Agriculture related,4
2011,HR,Agriculture related,26
2011,HR,Data process related,6
2011,HR,Mining related,3
2011,HU,Agriculture related,30
2011,HU,Data process related,12
2011,HU,Mining related,1
2011,IE,Agriculture related,13
2011,IE,Data process related,9
2011,IE,Mining related,5
2011,IL,Agriculture related,171
2011,IL,Data process related,394
2011,IL,Mining related,22
2011,IT,Agriculture related,253
2011,IT,Data process related,272
2011,IT,Mining related,38
2011,JO,Mining related,1
2011,JP,Agriculture related,1081
2011,JP,Data process related,20550
2011,JP,Mining related,158
2011,KR,Agriculture related,3441
2011,KR,Data process related,22260
2011,KR,Mining related,455
2011,LT,Agriculture related,2
2011,LT,Data process related,2
2011,LU,Agriculture related,1
2011,LU,Data process related,4
2011,LV,Data process related,2
2011,MA,Agriculture related,46
2011,MA,Data process related,9
2011,MA,Mining related,3
2011,MD,Agriculture related,4
2011,ME,Agriculture related,5
2011,ME,Data process related,2
2011,ME,Mining related,2
2011,MX,Agriculture related,248
2011,MX,Data process related,381
2011,MX,Mining related,197
2011,MY,Agriculture related,36
2011,MY,Data process related,118
2011,MY,Mining related,24
2011,NI,Agriculture related,10
2011,NI,Data process related,1
2011,NL,Agriculture related,165
2011,NL,Data process related,59
2011,NL,Mining related,8
2011,NO,Agriculture related,45
2011,NO,Data process related,67
2011,NO,Mining related,421
2011,NZ,Agriculture related,191
2011,NZ,Data process related,133
2011,NZ,Mining related,21
2011,PE,Agriculture related,7
2011,PE,Data process related,2
2011,PE,Mining related,7
2011,PH,Agriculture related,1
2011,PL,Agriculture related,216
2011,PL,Data process related,100
2011,PL,Mining related,51
2011,PT,Agriculture related,69
2011,PT,Data process related,48
2011,PT,Mining related,5
2011,RO,Agriculture related,1
2011,RO,Data process related,4
2011,RO,Mining related,2
2011,RS,Agriculture related,27
2011,RS,Data process related,3
2011,RS,Mining related,3
2011,RU,Agriculture related,262
2011,RU,Data process related,878
2011,RU,Mining related,317
2011,SA,Agriculture related,2
2011,SA,Data process related,1
2011,SA,Mining related,4
2011,SE,Agriculture related,69
2011,SE,Data process related,70
2011,SE,Mining related,32
2011,SG,Agriculture related,40
2011,SG,Data process related,324
2011,SG,Mining related,98
2011,SI,Agriculture related,30
2011,SI,Data process related,23
2011,SI,Mining related,3
2011,SK,Agriculture related,13
2011,SK,Data process related,14
2011,SK,Mining related,1
2011,SM,Data process related,2
2011,SV,Agriculture related,6
2011,SV,Data process related,1
2011,TN,Agriculture related,17
2011,TN,Data process related,5
2011,TN,Mining related,2
2011,TR,Agriculture related,9
2011,TR,Data process related,29
2011,TR,Mining related,1
2011,TW,Agriculture related,237
2011,TW,Data process related,4615
2011,TW,Mining related,11
2011,UA,Agriculture related,97
2011,UA,Data process related,27
2011,UA,Mining related,19
2011,US,Agriculture related,6941
2011,US,Data process related,82345
2011,US,Mining related,3673
2011,UY,Agriculture related,38
2011,UY,Data process related,3
2011,VN,Agriculture related,1
2011,WO,Agriculture related,2554
2011,WO,Data process related,16078
2011,WO,Mining related,2234
2011,ZA,Agriculture related,163
2011,ZA,Data process related,150
2011,ZA,Mining related,83
2012,AP,Agriculture related,46
2012,AP,Data process related,22
2012,AP,Mining related,16
2012,AR,Agriculture related,179
2012,AR,Data process related,48
2012,AR,Mining related,31
2012,AT,Agriculture related,401
2012,AT,Data process related,955
2012,AT,Mining related,103
2012,AU,Agriculture related,902
2012,AU,Data process related,2193
2012,AU,Mining related,848
2012,BE,Agriculture related,48
2012,BE,Data process related,30
2012,BE,Mining related,3
2012,BG,Agriculture related,4
2012,BG,Data process related,3
2012,BR,Agriculture related,213
2012,BR,Data process related,249
2012,BR,Mining related,171
2012,CA,Agriculture related,1211
2012,CA,Data process related,3281
2012,CA,Mining related,1621
2012,CH,Agriculture related,22
2012,CH,Data process related,43
2012,CH,Mining related,4
2012,CL,Agriculture related,134
2012,CL,Data process related,46
2012,CL,Mining related,42
2012,CN,Agriculture related,1404
2012,CN,Data process related,19728
2012,CN,Mining related,739
2012,CO,Agriculture related,100
2012,CO,Data process related,24
2012,CO,Mining related,38
2012,CR,Agriculture related,54
2012,CR,Mining related,1
2012,CU,Agriculture related,8
2012,CU,Mining related,4
2012,CY,Agriculture related,15
2012,CY,Data process related,12
2012,CY,Mining related,2
2012,CZ,Agriculture related,11
2012,CZ,Data process related,15
2012,CZ,Mining related,7
2012,DE,Agriculture related,1048
2012,DE,Data process related,3354
2012,DE,Mining related,186
2012,DK,Agriculture related,146
2012,DK,Data process related,134
2012,DK,Mining related,52
2012,DO,Agriculture related,5
2012,EA,Agriculture related,176
2012,EA,Data process related,67
2012,EA,Mining related,151
2012,EC,Agriculture related,40
2012,EC,Mining related,12
2012,EE,Agriculture related,3
2012,EE,Data process related,1
2012,EG,Agriculture related,27
2012,EG,Data process related,15
2012,EG,Mining related,22
2012,EP,Agriculture related,2929
2012,EP,Data process related,17291
2012,EP,Mining related,1178
2012,ES,Agriculture related,460
2012,ES,Data process related,745
2012,ES,Mining related,31
2012,FI,Agriculture related,64
2012,FI,Data process related,43
2012,FI,Mining related,23
2012,FR,Agriculture related,563
2012,FR,Data process related,1367
2012,FR,Mining related,68
2012,GB,Agriculture related,496
2012,GB,Data process related,3112
2012,GB,Mining related,1424
2012,GE,Agriculture related,2
2012,GE,Data process related,3
2012,GR,Agriculture related,26
2012,GR,Data process related,20
2012,GT,Agriculture related,8
2012,HK,Agriculture related,44
2012,HK,Data process related,395
2012,HK,Mining related,14
2012,HN,Agriculture related,3
2012,HR,Agriculture related,19
2012,HR,Data process related,5
2012,HR,Mining related,2
2012,HU,Agriculture related,43
2012,HU,Data process related,9
2012,IE,Agriculture related,6
2012,IE,Data process related,5
2012,IE,Mining related,1
2012,IL,Agriculture related,172
2012,IL,Data process related,307
2012,IL,Mining related,17
2012,IT,Agriculture related,366
2012,IT,Data process related,411
2012,IT,Mining related,56
2012,JO,Mining related,2
2012,JP,Agriculture related,1272
2012,JP,Data process related,21996
2012,JP,Mining related,150
2012,KR,Agriculture related,3811
2012,KR,Data process related,22978
2012,KR,Mining related,444
2012,LT,Agriculture related,4
2012,LT,Data process related,2
2012,LU,Agriculture related,2
2012,LU,Data process related,10
2012,LV,Data process related,1
2012,MA,Agriculture related,32
2012,MA,Data process related,12
2012,MA,Mining related,3
2012,MD,Agriculture related,4
2012,ME,Agriculture related,3
2012,ME,Data process related,1
2012,MX,Agriculture related,285
2012,MX,Data process related,317
2012,MX,Mining related,211
2012,MY,Agriculture related,34
2012,MY,Data process related,153
2012,MY,Mining related,18
2012,NI,Agriculture related,10
2012,NI,Data process related,1
2012,NL,Agriculture related,140
2012,NL,Data process related,105
2012,NL,Mining related,9
2012,NO,Agriculture related,27
2012,NO,Data process related,50
2012,NO,Mining related,463
2012,NZ,Agriculture related,234
2012,NZ,Data process related,118
2012,NZ,Mining related,26
2012,PE,Agriculture related,33
2012,PE,Data process related,11
2012,PE,Mining related,28
2012,PH,Agriculture related,1
2012,PL,Agriculture related,238
2012,PL,Data process related,136
2012,PL,Mining related,76
2012,PT,Agriculture related,75
2012,PT,Data process related,62
2012,PT,Mining related,4
2012,RO,Agriculture related,1
2012,RO,Data process related,10
2012,RO,Mining related,3
2012,RS,Agriculture related,17
2012,RS,Data process related,2
2012,RU,Agriculture related,292
2012,RU,Data process related,948
2012,RU,Mining related,355
2012,SA,Agriculture related,2
2012,SA,Data process related,1
2012,SA,Mining related,6
2012,SE,Agriculture related,51
2012,SE,Data process related,70
2012,SE,Mining related,38
2012,SG,Agriculture related,39
2012,SG,Data process related,417
2012,SG,Mining related,173
2012,SI,Agriculture related,52
2012,SI,Data process related,40
2012,SI,Mining related,4
2012,SK,Agriculture related,5
2012,SK,Data process related,7
2012,SK,Mining related,1
2012,TN,Agriculture related,3
2012,TN,Mining related,3
2012,TR,Agriculture related,5
2012,TR,Data process related,23
2012,TR,Mining related,1
2012,TW,Agriculture related,334
2012,TW,Data process related,5983
2012,TW,Mining related,16
2012,UA,Agriculture related,71
2012,UA,Data process related,10
2012,UA,Mining related,21
2012,US,Agriculture related,7593
2012,US,Data process related,93813
2012,US,Mining related,3984
2012,UY,Agriculture related,33
2012,UY,Data process related,3
2012,WO,Agriculture related,2461
2012,WO,Data process related,18852
2012,WO,Mining related,2391
2012,ZA,Agriculture related,160
2012,ZA,Data process related,186
2012,ZA,Mining related,95
2013,AP,Agriculture related,45
2013,AP,Data process related,36
2013,AP,Mining related,29
2013,AR,Agriculture related,232
2013,AR,Data process related,71
2013,AR,Mining related,49
2013,AT,Agriculture related,50
2013,AT,Data process related,66
2013,AT,Mining related,13
2013,AU,Agriculture related,981
2013,AU,Data process related,2287
2013,AU,Mining related,1038
2013,BE,Agriculture related,55
2013,BE,Data process related,23
2013,BE,Mining related,2
2013,BG,Agriculture related,2
2013,BG,Data process related,2
2013,BR,Agriculture related,419
2013,BR,Data process related,341
2013,BR,Mining related,217
2013,CA,Agriculture related,1207
2013,CA,Data process related,3432
2013,CA,Mining related,1754
2013,CH,Agriculture related,21
2013,CH,Data process related,57
2013,CH,Mining related,4
2013,CL,Agriculture related,133
2013,CL,Data process related,54
2013,CL,Mining related,50
2013,CN,Agriculture related,1651
2013,CN,Data process related,19514
2013,CN,Mining related,1015
2013,CO,Agriculture related,120
2013,CO,Data process related,41
2013,CO,Mining related,49
2013,CR,Agriculture related,52
2013,CR,Data process related,11
2013,CU,Agriculture related,2
2013,CU,Data process related,1
2013,CU,Mining related,2
2013,CY,Agriculture related,9
2013,CY,Data process related,6
2013,CY,Mining related,2
2013,CZ,Agriculture related,24
2013,CZ,Data process related,7
2013,DE,Agriculture related,1102
2013,DE,Data process related,3785
2013,DE,Mining related,191
2013,DK,Agriculture related,187
2013,DK,Data process related,123
2013,DK,Mining related,79
2013,DO,Agriculture related,7
2013,DO,Data process related,1
2013,EA,Agriculture related,184
2013,EA,Data process related,70
2013,EA,Mining related,146
2013,EC,Agriculture related,24
2013,EC,Data process related,3
2013,EC,Mining related,5
2013,EE,Agriculture related,2
2013,EE,Data process related,2
2013,EE,Mining related,1
2013,EG,Agriculture related,11
2013,EG,Data process related,8
2013,EG,Mining related,22
2013,EP,Agriculture related,2988
2013,EP,Data process related,17775
2013,EP,Mining related,1333
2013,ES,Agriculture related,535
2013,ES,Data process related,777
2013,ES,Mining related,29
2013,FI,Agriculture related,34
2013,FI,Data process related,72
2013,FI,Mining related,26
2013,FR,Agriculture related,455
2013,FR,Data process related,1467
2013,FR,Mining related,96
2013,GB,Agriculture related,508
2013,GB,Data process related,3337
2013,GB,Mining related,1182
2013,GE,Agriculture related,13
2013,GE,Data process related,3
2013,GE,Mining related,1
2013,GR,Agriculture related,33
2013,GR,Data process related,9
2013,GT,Agriculture related,6
2013,GT,Data process related,1
2013,HK,Agriculture related,52
2013,HK,Data process related,433
2013,HK,Mining related,12
2013,HN,Agriculture related,3
2013,HR,Agriculture related,29
2013,HR,Data process related,12
2013,HR,Mining related,1
2013,HU,Agriculture related,70
2013,HU,Data process related,27
2013,HU,Mining related,3
2013,IE,Agriculture related,15
2013,IE,Data process related,11
2013,IE,Mining related,7
2013,IL,Agriculture related,126
2013,IL,Data process related,251
2013,IL,Mining related,17
2013,IS,Data process related,1
2013,IT,Agriculture related,368
2013,IT,Data process related,526
2013,IT,Mining related,57
2013,JO,Mining related,3
2013,JP,Agriculture related,1430
2013,JP,Data process related,23096
2013,JP,Mining related,166
2013,KR,Agriculture related,4100
2013,KR,Data process related,24488
2013,KR,Mining related,529
2013,LT,Agriculture related,3
2013,LT,Data process related,4
2013,LU,Agriculture related,1
2013,LU,Data process related,4
2013,MA,Agriculture related,30
2013,MA,Data process related,7
2013,MA,Mining related,3
2013,MD,Agriculture related,4
2013,MD,Data process related,1
2013,ME,Agriculture related,5
2013,MX,Agriculture related,264
2013,MX,Data process related,376
2013,MX,Mining related,295
2013,MY,Agriculture related,30
2013,MY,Data process related,122
2013,MY,Mining related,27
2013,NI,Agriculture related,10
2013,NL,Agriculture related,143
2013,NL,Data process related,107
2013,NL,Mining related,11
2013,NO,Agriculture related,31
2013,NO,Data process related,51
2013,NO,Mining related,534
2013,NZ,Agriculture related,183
2013,NZ,Data process related,100
2013,NZ,Mining related,24
2013,PE,Agriculture related,33
2013,PE,Data process related,10
2013,PE,Mining related,23
2013,PH,Agriculture related,4
2013,PL,Agriculture related,262
2013,PL,Data process related,129
2013,PL,Mining related,48
2013,PT,Agriculture related,96
2013,PT,Data process related,70
2013,PT,Mining related,3
2013,RO,Agriculture related,4
2013,RO,Data process related,7
2013,RO,Mining related,5
2013,RS,Agriculture related,13
2013,RS,Data process related,3
2013,RS,Mining related,1
2013,RU,Agriculture related,360
2013,RU,Data process related,1009
2013,RU,Mining related,338
2013,SA,Agriculture related,1
2013,SA,Data process related,4
2013,SA,Mining related,11
2013,SE,Agriculture related,47
2013,SE,Data process related,80
2013,SE,Mining related,16
2013,SG,Agriculture related,60
2013,SG,Data process related,563
2013,SG,Mining related,237
2013,SI,Agriculture related,44
2013,SI,Data process related,32
2013,SI,Mining related,2
2013,SK,Agriculture related,4
2013,SK,Data process related,5
2013,SK,Mining related,1
2013,SM,Data process related,1
2013,TN,Agriculture related,7
2013,TN,Data process related,4
2013,TN,Mining related,4
2013,TR,Agriculture related,3
2013,TR,Data process related,2
2013,TW,Agriculture related,338
2013,TW,Data process related,7922
2013,TW,Mining related,9
2013,UA,Agriculture related,94
2013,UA,Data process related,29
2013,UA,Mining related,15
2013,US,Agriculture related,8244
2013,US,Data process related,103566
2013,US,Mining related,4333
2013,UY,Agriculture related,67
2013,UY,Data process related,9
2013,UY,Mining related,1
2013,VN,Agriculture related,1
2013,WO,Agriculture related,2360
2013,WO,Data process related,20836
2013,WO,Mining related,2601
2013,ZA,Agriculture related,133
2013,ZA,Data process related,137
2013,ZA,Mining related,77
2014,AP,Agriculture related,46
2014,AP,Data process related,64
2014,AP,Mining related,39
2014,AR,Agriculture related,321
2014,AR,Data process related,84
2014,AR,Mining related,66
2014,AT,Agriculture related,64
2014,AT,Data process related,72
2014,AT,Mining related,8
2014,AU,Agriculture related,1097
2014,AU,Data process related,2809
2014,AU,Mining related,1176
2014,BE,Agriculture related,20
2014,BE,Data process related,26
2014,BG,Agriculture related,1
2014,BG,Data process related,5
2014,BR,Agriculture related,561
2014,BR,Data process related,486
2014,BR,Mining related,267
2014,CA,Agriculture related,1405
2014,CA,Data process related,3945
2014,CA,Mining related,1978
2014,CH,Agriculture related,39
2014,CH,Data process related,52
2014,CH,Mining related,2
2014,CL,Agriculture related,202
2014,CL,Data process related,52
2014,CL,Mining related,51
2014,CN,Agriculture related,2133
2014,CN,Data process related,30830
2014,CN,Mining related,1189
2014,CO,Agriculture related,77
2014,CO,Data process related,30
2014,CO,Mining related,39
2014,CR,Agriculture related,37
2014,CR,Data process related,4
2014,CU,Agriculture related,1
2014,CU,Data process related,1
2014,CU,Mining related,1
2014,CY,Agriculture related,38
2014,CY,Data process related,17
2014,CY,Mining related,6
2014,CZ,Agriculture related,32
2014,CZ,Data process related,9
2014,CZ,Mining related,3
2014,DE,Agriculture related,1041
2014,DE,Data process related,4082
2014,DE,Mining related,172
2014,DK,Agriculture related,157
2014,DK,Data process related,89
2014,DK,Mining related,81
2014,DO,Agriculture related,16
2014,DO,Data process related,5
2014,DO,Mining related,1
2014,EA,Agriculture related,189
2014,EA,Data process related,50
2014,EA,Mining related,147
2014,EC,Agriculture related,8
2014,EC,Data process related,1
2014,EC,Mining related,3
2014,EE,Agriculture related,1
2014,EE,Data process related,1
2014,EG,Agriculture related,7
2014,EG,Data process related,6
2014,EG,Mining related,23
2014,EP,Agriculture related,3034
2014,EP,Data process related,19470
2014,EP,Mining related,1549
2014,ES,Agriculture related,511
2014,ES,Data process related,637
2014,ES,Mining related,44
2014,FI,Agriculture related,38
2014,FI,Data process related,66
2014,FI,Mining related,20
2014,FR,Agriculture related,510
2014,FR,Data process related,1395
2014,FR,Mining related,90
2014,GB,Agriculture related,493
2014,GB,Data process related,4061
2014,GB,Mining related,1044
2014,GE,Agriculture related,2
2014,GE,Data process related,2
2014,GE,Mining related,4
2014,GR,Agriculture related,34
2014,GR,Data process related,16
2014,GT,Agriculture related,35
2014,GT,Data process related,4
2014,HK,Agriculture related,31
2014,HK,Data process related,134
2014,HK,Mining related,13
2014,HN,Agriculture related,4
2014,HR,Agriculture related,23
2014,HR,Data process related,6
2014,HR,Mining related,2
2014,HU,Agriculture related,24
2014,HU,Data process related,12
2014,IE,Agriculture related,20
2014,IE,Data process related,2
2014,IE,Mining related,6
2014,IL,Agriculture related,166
2014,IL,Data process related,296
2014,IL,Mining related,17
2014,IN,Agriculture related,1
2014,IS,Agriculture related,1
2014,IT,Agriculture related,204
2014,IT,Data process related,337
2014,IT,Mining related,31
2014,JO,Agriculture related,1
2014,JO,Data process related,1
2014,JO,Mining related,5
2014,JP,Agriculture related,1566
2014,JP,Data process related,23123
2014,JP,Mining related,186
2014,KR,Agriculture related,3847
2014,KR,Data process related,28202
2014,KR,Mining related,633
2014,LT,Agriculture related,1
2014,LT,Data process related,8
2014,LU,Agriculture related,1
2014,LU,Data process related,6
2014,LV,Agriculture related,3
2014,MA,Agriculture related,35
2014,MA,Data process related,10
2014,MA,Mining related,5
2014,MD,Agriculture related,4
2014,MD,Data process related,3
2014,ME,Agriculture related,2
2014,MX,Agriculture related,226
2014,MX,Data process related,408
2014,MX,Mining related,308
2014,MY,Agriculture related,28
2014,MY,Data process related,121
2014,MY,Mining related,69
2014,NI,Agriculture related,6
2014,NL,Agriculture related,152
2014,NL,Data process related,116
2014,NL,Mining related,8
2014,NO,Agriculture related,27
2014,NO,Data process related,69
2014,NO,Mining related,502
2014,NZ,Agriculture related,197
2014,NZ,Data process related,123
2014,NZ,Mining related,22
2014,PE,Agriculture related,50
2014,PE,Data process related,17
2014,PE,Mining related,27
2014,PH,Agriculture related,47
2014,PH,Data process related,70
2014,PH,Mining related,1
2014,PL,Agriculture related,266
2014,PL,Data process related,112
2014,PL,Mining related,83
2014,PT,Agriculture related,81
2014,PT,Data process related,40
2014,PT,Mining related,5
2014,RO,Data process related,3
2014,RO,Mining related,1
2014,RS,Agriculture related,19
2014,RS,Data process related,8
2014,RS,Mining related,1
2014,RU,Agriculture related,455
2014,RU,Data process related,1131
2014,RU,Mining related,408
2014,SA,Agriculture related,2
2014,SA,Data process related,4
2014,SA,Mining related,45
2014,SE,Agriculture related,53
2014,SE,Data process related,96
2014,SE,Mining related,40
2014,SG,Agriculture related,44
2014,SG,Data process related,477
2014,SG,Mining related,155
2014,SI,Agriculture related,45
2014,SI,Data process related,30
2014,SI,Mining related,1
2014,SK,Agriculture related,6
2014,SK,Data process related,4
2014,SK,Mining related,2
2014,SM,Agriculture related,2
2014,SV,Agriculture related,1
2014,TN,Agriculture related,10
2014,TN,Data process related,4
